2016-11-16 20:12:16,666 [   4783]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: initial refresh 
2016-11-16 20:12:16,667 [   4784]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2016-11-16 20:12:16,673 [   4790]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\Lukasz_Zielinski\Documents\Private\IdeaTest' IdeaTest 
2016-11-16 20:12:16,673 [   4790]  DEBUG - elu.gittoolbox.fetch.AutoFetch - Exit dumb mode 
2016-11-16 20:12:16,673 [   4790]  DEBUG - elu.gittoolbox.fetch.AutoFetch - Scheduling fast auto-fetch 
2016-11-16 20:12:17,184 [   5301]   INFO - tartup.impl.StartupManagerImpl - C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/.idea case-sensitivity: expected=false actual=false 
2016-11-16 20:12:17,468 [   5585]  DEBUG - toolbox.cache.PerRepoInfoCache - Got repo changed event: C:\Users\Lukasz_Zielinski\Documents\Private\IdeaTest\testing 
2016-11-16 20:12:17,477 [   5594]  DEBUG - .gittoolbox.cache.CachedStatus - Repo status create [ms]: 0 
2016-11-16 20:12:17,478 [   5595]  DEBUG - .gittoolbox.cache.CachedStatus - State update [testing]:
new=RepoStatus{localHash=7c0ca9ad98b7034fb425db0168ef2d6560d094a2, remoteHash=7c0ca9ad98b7034fb425db0168ef2d6560d094a2, branch=refs/heads/master, remote=refs/remotes/origin/master}
old=null 
2016-11-16 20:12:17,479 [   5596]  DEBUG - toolbox.cache.PerRepoInfoCache - Got repo changed event: C:\Users\Lukasz_Zielinski\Documents\Private\IdeaTest\testing2 
2016-11-16 20:12:17,660 [   5777]  DEBUG - .gittoolbox.cache.CachedStatus - Status update [ms]: 181 
2016-11-16 20:12:17,660 [   5777]  DEBUG - .gittoolbox.cache.CachedStatus - Updated stale status [testing]: null > RevListCount{value=0, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
2016-11-16 20:12:17,663 [   5780]  DEBUG - ittoolbox.status.BehindTracker - State changed [testing]: RepoInfo{status=RepoStatus{localHash=7c0ca9ad98b7034fb425db0168ef2d6560d094a2, remoteHash=7c0ca9ad98b7034fb425db0168ef2d6560d094a2, branch=refs/heads/master, remote=refs/remotes/origin/master}, count=RevListCount{value=0, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success} 
2016-11-16 20:12:17,664 [   5781]  DEBUG - ittoolbox.status.BehindTracker - Info update [testing]: null > RepoInfo{status=RepoStatus{localHash=7c0ca9ad98b7034fb425db0168ef2d6560d094a2, remoteHash=7c0ca9ad98b7034fb425db0168ef2d6560d094a2, branch=refs/heads/master, remote=refs/remotes/origin/master}, count=RevListCount{value=0, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success} 
